,airport__name,aircraft__make_model,effect__amount_of_damage,flight_date,aircraft__airline_operator,origin_state,when__phase_of_flight,wildlife__size,wildlife__species,when__time_of_day,cost__other,cost__repair,cost__total_$,speed_ias_in_knots
167,PHILADELPHIA INTL,DC-8,None,7/30/90 0:00,UNITED AIRLINES,Pennsylvania,Approach,Large,Canada goose,Day,0,0,0,130.0
168,HOUSTON-HOBBY,MD-80,None,7/30/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,128.0
169,HOUSTON-HOBBY,ATR-42,None,7/31/90 0:00,CONTINENTAL AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,120.0
170,CHICAGO O'HARE INTL ARPT,B-757-200,None,8/1/90 0:00,AMERICAN AIRLINES,Illinois,Approach,Small,Rock pigeon,Day,0,0,0,125.0
171,PHILADELPHIA INTL,B-757-200,None,8/1/90 0:00,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,170.0
172,JOHN F KENNEDY INTL,B-747-1/200,Medium,8/2/90 0:00,TRANS WORLD AIRLINES,New York,Approach,Medium,Herring gull,Day,0,0,0,
173,HOUSTON-HOBBY,B-737-500,None,8/2/90 0:00,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,110.0
174,DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/3/90 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,210.0
175,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,8/4/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,165.0
176,CHICAGO O'HARE INTL ARPT,MD-80,None,8/4/90 0:00,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
177,NASHVILLE INTL,MD-80,None,8/5/90 0:00,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,132.0
178,BALTIMORE WASH INTL,FOKKER F28 MK 1000,None,8/5/90 0:00,US AIRWAYS*,Maryland,Landing Roll,Small,Unknown bird - small,Day,0,0,0,80.0
179,NASHVILLE INTL,MD-80,None,8/5/90 0:00,AMERICAN AIRLINES,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130.0
180,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,8/6/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,165.0
181,DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/6/90 0:00,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,122.0
182,HOUSTON-HOBBY,B-737-200,None,8/6/90 0:00,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0
183,LOS ANGELES INTL,B-737-300,None,8/9/90 0:00,SOUTHWEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,165.0
184,DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/9/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Horned lark,Day,0,0,0,132.0
185,LOS ANGELES INTL,PA-31 NAVAJO,None,8/9/90 0:00,BUSINESS,California,Landing Roll,Small,Rock pigeon,Day,0,0,0,100.0
186,LOS ANGELES INTL,L-1011,Minor,8/10/90 0:00,HAWAIIAN AIR,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
187,PHOENIX SKY HARBOR,B-727,None,8/12/90 0:00,AMERICAN AIRLINES,Arizona,Climb,Medium,Unknown bird - medium,Day,0,0,0,200.0
188,LOS ANGELES INTL,L-1011,None,8/12/90 0:00,HAWAIIAN AIR,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
189,TETERBORO AIRPORT,IAI ASTRA JT,None,8/13/90 0:00,UNKNOWN,New Jersey,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
190,SALT LAKE CITY INTL,MD-87,None,8/13/90 0:00,AMERICAN AIRLINES,Utah,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
191,NASHVILLE INTL,DC-9-30,Minor,8/15/90 0:00,US AIRWAYS*,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,210.0
192,JOHN F KENNEDY INTL,DC-10-10,None,8/15/90 0:00,AMERICAN AIRLINES,New York,Approach,Small,American robin,Day,0,0,0,160.0
193,CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 4000,None,8/16/90 0:00,US AIRWAYS*,North Carolina,Approach,Small,Rock pigeon,Day,0,0,0,130.0
194,NASHVILLE INTL,MD-82,None,8/16/90 0:00,AMERICAN AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,160.0
195,BARKSDALE AIR FORCE BASE ARPT,B-52G,None,8/17/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,145.0
196,CHICAGO O'HARE INTL ARPT,MD-80,None,8/17/90 0:00,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,170.0
197,NASHVILLE INTL,B-737-200,Substantial,8/18/90 0:00,SOUTHWEST AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,210.0
198,MINNEAPOLIS-ST PAUL INTL,C-9,None,8/18/90 0:00,MILITARY,Minnesota,Landing Roll,Medium,Unknown bird or bat,Day,0,0,0,123.0
199,WILL ROGERS WORLD ARPT,MD-80,None,8/19/90 0:00,AMERICAN AIRLINES,Oklahoma,Climb,Medium,Unknown bird - medium,Day,0,0,0,250.0
200,EPPLEY AIRFIELD,B-727,None,8/19/90 0:00,AMERICAN AIRLINES,Nebraska,Approach,Small,European starling,Day,0,0,0,135.0
201,DALLAS/FORT WORTH INTL ARPT,B-727,None,8/20/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
202,HOUSTON-HOBBY,B-737-300,None,8/20/90 0:00,SOUTHWEST AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,250.0
203,CHICAGO O'HARE INTL ARPT,MD-80,None,8/21/90 0:00,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,145.0
204,GREATER PITTSBURGH,B-737-300,Substantial,8/21/90 0:00,US AIRWAYS*,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,
205,LOUISVILLE INTL ARPT,DC-8-70,None,8/22/90 0:00,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,130.0
206,BARKSDALE AIR FORCE BASE ARPT,B-52G,None,8/23/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150.0
207,INDIANAPOLIS INTL,B-737-200,Medium,8/23/90 0:00,SOUTHWEST AIRLINES,Indiana,Take-off run,Small,Mourning dove,Day,0,0,0,95.0
208,GREATER PITTSBURGH,DC-9,None,8/24/90 0:00,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,
209,HOUSTON-HOBBY,B-737-500,Minor,8/24/90 0:00,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
210,PHILADELPHIA INTL,MD-80,None,8/24/90 0:00,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
211,PHILADELPHIA INTL,MD-80,None,8/24/90 0:00,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,145.0
212,CHICAGO O'HARE INTL ARPT,MD-80,None,8/25/90 0:00,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,125.0
213,DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/25/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
214,MINETA SAN JOSE INTL,MERLIN III,None,8/25/90 0:00,SKYWEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,103.0
215,MINETA SAN JOSE INTL,MD-80,None,8/27/90 0:00,AMERICAN AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,160.0
216,MINETA SAN JOSE INTL,STINSON 108,None,8/27/90 0:00,UNKNOWN,California,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,40.0
217,SALT LAKE CITY INTL,B-727-200,None,8/27/90 0:00,DELTA AIR LINES,Utah,Climb,Medium,Unknown bird - medium,Night,0,0,0,
218,WILL ROGERS WORLD ARPT,B-727,None,8/28/90 0:00,FEDEX EXPRESS,Oklahoma,Descent,Large,Unknown bird - large,Night,0,0,0,250.0
219,AUSTIN-BERGSTROM INTL,B-737-200,None,8/28/90 0:00,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
220,DALLAS/FORT WORTH INTL ARPT,MD-82,None,8/28/90 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Rock pigeon,Day,0,0,0,145.0
221,DALLAS/FORT WORTH INTL ARPT,MD-82,None,8/28/90 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,250.0
222,PORTLAND INTL (OR),MD-80,None,8/29/90 0:00,AMERICAN AIRLINES,Oregon,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
223,NEW ORLEANS INTL,B-737-300,None,8/29/90 0:00,SOUTHWEST AIRLINES,Louisiana,Climb,Small,Unknown bird - small,Day,0,0,0,180.0
224,DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/29/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
225,NASHVILLE INTL,MD-80,None,8/30/90 0:00,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
226,DALLAS/FORT WORTH INTL ARPT,B-727-200,None,8/30/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,210.0
227,DALLAS/FORT WORTH INTL ARPT,DC-10-10,None,8/30/90 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,195.0
228,DALLAS/FORT WORTH INTL ARPT,DC-10,None,8/31/90 0:00,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,250.0
229,DETROIT METRO WAYNE COUNTY ARPT,DC-9,None,8/31/90 0:00,NORTHWEST AIRLINES,Michigan,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,
230,CHICAGO O'HARE INTL ARPT,MD-80,None,8/31/90 0:00,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
231,JOHN F KENNEDY INTL,A-300,None,8/31/90 0:00,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
232,DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/31/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,210.0
233,DALLAS/FORT WORTH INTL ARPT,B-727,None,9/1/90 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
234,CHARLOTTE/DOUGLAS INTL ARPT,B-737-200,Substantial,9/1/90 0:00,US AIRWAYS*,North Carolina,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,130.0
235,DETROIT METRO WAYNE COUNTY ARPT,B-727-200,None,9/1/90 0:00,AMERICAN AIRLINES,Michigan,Take-off run,Small,Unknown bird - small,Day,0,0,0,150.0
236,HOUSTON-HOBBY,B-737-300,None,9/3/90 0:00,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0
237,ATLANTA INTL,B-737,None,9/4/90 0:00,DELTA AIR LINES,Georgia,Climb,Small,European starling,Day,0,0,0,150.0
238,GREATER PITTSBURGH,B-737,None,9/5/90 0:00,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,180.0
239,GREATER PITTSBURGH,B-737-300,None,9/5/90 0:00,US AIRWAYS*,Pennsylvania,Take-off run,Small,European starling,Day,0,0,0,
240,CHICAGO O'HARE INTL ARPT,MD-80,None,9/5/90 0:00,AMERICAN AIRLINES,Illinois,Approach,Small,Rock pigeon,Dusk,0,0,0,135.0
241,RONALD REAGAN WASHINGTON NATL,MD-82,None,9/6/90 0:00,AMERICAN AIRLINES,DC,Climb,Small,Unknown bird - small,Day,0,0,0,240.0
242,CHICAGO O'HARE INTL ARPT,MD-80,None,9/6/90 0:00,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,135.0
243,CHICAGO O'HARE INTL ARPT,MD-80,None,9/6/90 0:00,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,250.0
244,NASHVILLE INTL,B-727-200,None,9/6/90 0:00,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,140.0
245,LAMBERT-ST LOUIS INTL,MD-80,None,9/7/90 0:00,AMERICAN AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
246,SAN ANTONIO INTL,MD-80,None,9/7/90 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
247,ATLANTIC CITY INTL,SAAB-340,None,9/7/90 0:00,BUSINESS,New Jersey,Landing Roll,Small,American robin,Day,0,0,0,100.0
248,GREATER PITTSBURGH,B-737-300,None,9/7/90 0:00,US AIRWAYS*,Pennsylvania,Take-off run,Small,European starling,Day,0,0,0,120.0
249,GEORGE BUSH INTERCONTINENTAL,EMB-120,None,9/9/90 0:00,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,140.0
250,RONALD REAGAN WASHINGTON NATL,B-737-200,None,9/10/90 0:00,US AIRWAYS*,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,
251,CHICAGO O'HARE INTL ARPT,B-727,None,9/10/90 0:00,AMERICAN AIRLINES,Illinois,Approach,Medium,American crow,Day,0,0,0,150.0
252,HONOLULU INTL ARPT,DC-9-50,None,9/10/90 0:00,HAWAIIAN AIR,Hawaii,Approach,Medium,Unknown bird - medium,Night,0,0,0,125.0
253,NEW ORLEANS INTL,DC-10-10,None,9/10/90 0:00,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,155.0
254,PORTLAND INTL (OR),C-560,None,9/10/90 0:00,BUSINESS,Oregon,Approach,Small,Rock pigeon,Day,0,0,0,115.0
255,ATLANTIC CITY INTL,CASA C-212,None,9/10/90 0:00,BUSINESS,New Jersey,Landing Roll,Small,American kestrel,Day,0,0,0,
256,INDIANAPOLIS INTL,B-737-200,None,9/10/90 0:00,US AIRWAYS*,Indiana,Take-off run,Small,Mourning dove,Day,0,0,0,100.0
257,RONALD REAGAN WASHINGTON NATL,MD-80,None,9/10/90 0:00,AMERICAN AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,160.0
258,LAGUARDIA NY,MD-80,None,9/10/90 0:00,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Night,0,0,0,160.0
259,CHARLOTTE/DOUGLAS INTL ARPT,B-727,None,9/11/90 0:00,AMERICAN AIRLINES,North Carolina,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
260,GEORGE BUSH INTERCONTINENTAL,ATR-42,None,9/12/90 0:00,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,125.0
261,DALLAS/FORT WORTH INTL ARPT,B-727-200,None,9/12/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
262,ATLANTA INTL,MD-80,None,9/12/90 0:00,AMERICAN AIRLINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,135.0
263,LOUISVILLE INTL ARPT,B-727,None,9/13/90 0:00,UPS AIRLINES,Kentucky,Climb,Medium,Unknown bird - medium,Night,0,0,0,230.0
264,GREATER PITTSBURGH,ATR-42,None,9/13/90 0:00,BUSINESS,Pennsylvania,Take-off run,Small,European starling,Day,0,0,0,
265,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MERLIN III,None,9/14/90 0:00,COMAIR AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
266,PHILADELPHIA INTL,B-737-300,None,9/14/90 0:00,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
267,BARKSDALE AIR FORCE BASE ARPT,T-38A,None,9/14/90 0:00,MILITARY,Louisiana,Climb,Small,Killdeer,Day,0,0,0,130.0
268,HOUSTON-HOBBY,B-737-300,None,9/15/90 0:00,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
269,CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 1000,None,9/15/90 0:00,US AIRWAYS*,North Carolina,Climb,Small,Unknown bird - small,Day,0,0,0,160.0
270,LOS ANGELES INTL,B-737-200,Minor,9/16/90 0:00,AMERICA WEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,320.0
271,PORT COLUMBUS INTL,DC-9-30,None,9/16/90 0:00,US AIRWAYS*,Ohio,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
272,LAGUARDIA NY,B-727,None,9/17/90 0:00,AMERICAN AIRLINES,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,210.0
273,ATLANTA INTL,MD-88,None,9/17/90 0:00,UNKNOWN,Georgia,Approach,Medium,Unknown bird - medium,Night,0,0,0,
274,NASHVILLE INTL,B-727-200,None,9/17/90 0:00,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,230.0
275,PORTLAND INTL (OR),DHC8 DASH 8,None,9/17/90 0:00,HORIZON AIR,Oregon,Climb,Small,Unknown bird - small,Day,0,0,0,125.0
276,ATLANTIC CITY INTL,F-16,None,9/18/90 0:00,MILITARY,New Jersey,Landing Roll,Medium,Unknown bird or bat,Night,0,5218,5218,0.0
277,NASHVILLE INTL,MD-80,None,9/18/90 0:00,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,123.0
278,DALLAS/FORT WORTH INTL ARPT,MD-80,None,9/18/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,170.0
279,MINETA SAN JOSE INTL,BA-146,None,9/18/90 0:00,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,250.0
280,BARKSDALE AIR FORCE BASE ARPT,B-52G,None,9/20/90 0:00,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,110.0
281,LOS ANGELES INTL,B-737-300,None,9/20/90 0:00,SOUTHWEST AIRLINES,California,Landing Roll,Small,Mourning dove,Day,0,0,0,90.0
282,LAGUARDIA NY,B-737-400,Medium,9/21/90 0:00,US AIRWAYS*,New York,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,
283,GEORGE BUSH INTERCONTINENTAL,EMB-120,None,9/21/90 0:00,UNKNOWN,Texas,Climb,Small,Rock pigeon,Day,0,0,0,110.0
284,SALT LAKE CITY INTL,B-737-200,None,9/21/90 0:00,BUSINESS,Utah,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0
285,MINETA SAN JOSE INTL,AEROS 350,None,9/21/90 0:00,BUSINESS,California,Taxi,Small,Unknown bird - small,Day,0,0,0,10.0
286,DALLAS/FORT WORTH INTL ARPT,MD-80,None,9/22/90 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
287,NASHVILLE INTL,B-727-200,None,9/22/90 0:00,AMERICAN AIRLINES,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,150.0
288,LAMBERT-ST LOUIS INTL,MD-83,None,9/22/90 0:00,AMERICAN AIRLINES,Missouri,Take-off run,Small,Rock pigeon,Day,0,0,0,125.0
289,PORTLAND INTL (OR),B-737,None,9/22/90 0:00,US AIRWAYS*,Oregon,Take-off run,Small,Unknown bird - small,Day,0,0,0,
290,DALLAS/FORT WORTH INTL ARPT,B-727-200,None,9/22/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,135.0
291,LIHUE ARPT,BELL-206,Substantial,9/23/90 0:00,BUSINESS,Hawaii,Descent,Medium,Unknown bird - medium,Day,0,0,0,60.0
292,NEW ORLEANS INTL,B-727,None,9/23/90 0:00,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
293,NASHVILLE INTL,B-727-200,None,9/24/90 0:00,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,140.0
294,KANSAS CITY INTL,B-737,None,9/24/90 0:00,CONTINENTAL AIRLINES,Missouri,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
295,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,9/25/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,127.0
296,DETROIT METRO WAYNE COUNTY ARPT,CITATION II,None,9/25/90 0:00,BUSINESS,Michigan,Approach,Small,Unknown bird - small,Day,0,0,0,115.0
297,DALLAS/FORT WORTH INTL ARPT,B-767-300,None,9/25/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
298,NASHVILLE INTL,B-727,None,9/25/90 0:00,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,125.0
299,ATLANTIC CITY INTL,C-137C,C,9/26/90 0:00,MILITARY,New Jersey,Climb,Medium,Unknown bird - medium,Day,0,23656,23656,150.0
300,MINNEAPOLIS-ST PAUL INTL,SA227 AC METRO III,None,9/26/90 0:00,MESABA AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
301,DALLAS/FORT WORTH INTL ARPT,B-727-200,None,9/26/90 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,250.0
302,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,9/27/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,150.0
303,NASHVILLE INTL,B-727-200,None,9/27/90 0:00,AMERICAN AIRLINES,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
304,NEWARK LIBERTY INTL ARPT,DC-9,None,9/27/90 0:00,AIR CANADA,New Jersey,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0
305,CHICAGO O'HARE INTL ARPT,MD-80,None,9/27/90 0:00,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
306,JOHN F KENNEDY INTL,DC-10-10,None,9/27/90 0:00,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Day,0,0,0,141.0
307,SACRAMENTO INTL,B-737-300,None,9/28/90 0:00,UNITED AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
308,SACRAMENTO INTL,MD-80,None,9/28/90 0:00,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
309,DALLAS/FORT WORTH INTL ARPT,DC-10,None,9/30/90 0:00,AMERICAN AIRLINES,Texas,Approach,Large,Unknown bird - large,Day,0,0,0,180.0
310,SEATTLE-TACOMA INTL,B-737-300,Minor,9/30/90 0:00,AMERICA WEST AIRLINES,Washington,Approach,Large,Canada goose,Dusk,0,0,0,140.0
311,LOUISVILLE INTL ARPT,B-727,None,9/30/90 0:00,AMERICAN AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
312,CHICAGO O'HARE INTL ARPT,MD-80,None,9/30/90 0:00,AMERICAN AIRLINES,Illinois,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0
313,BALTIMORE WASH INTL,B-737,None,9/30/90 0:00,DELTA AIR LINES,Maryland,Take-off run,Small,Rock pigeon,Day,0,0,0,100.0
314,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,10/1/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,200.0
315,DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/1/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,American robin,Day,0,0,0,140.0
316,ORLANDO INTL,DC-10-10,None,10/2/90 0:00,AMERICAN AIRLINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
317,NASHVILLE INTL,B-727,None,10/4/90 0:00,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
318,NEW ORLEANS INTL,MD-80,None,10/5/90 0:00,AMERICAN AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
319,HONOLULU INTL ARPT,B-737,None,10/6/90 0:00,ALOHA AIRLINES,Hawaii,Approach,Small,Pacific golden-plover,Night,0,0,0,140.0
320,DALLAS/FORT WORTH INTL ARPT,DC-10-10,None,10/7/90 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,160.0
321,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,10/9/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,200.0
322,BARKSDALE AIR FORCE BASE ARPT,B-52G,None,10/10/90 0:00,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,130.0
323,BARKSDALE AIR FORCE BASE ARPT,KC-135,None,10/10/90 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,190.0
324,JOHN F KENNEDY INTL,DC-10-10,None,10/10/90 0:00,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
325,CHARLOTTE/DOUGLAS INTL ARPT,B-727,None,10/10/90 0:00,UNITED AIRLINES,North Carolina,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130.0
326,MEMPHIS INTL,B-737,None,10/10/90 0:00,UNITED AIRLINES,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
327,DALLAS/FORT WORTH INTL ARPT,DC-10-10,Minor,10/11/90 0:00,AMERICAN AIRLINES,Texas,Descent,Large,Unknown bird - large,Night,0,0,0,250.0
328,DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/11/90 0:00,UNKNOWN,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,200.0
329,LOGAN INTL,B-737,Substantial,10/12/90 0:00,US AIRWAYS*,Massachusetts,Take-off run,Medium,Herring gull,Day,0,0,0,110.0
330,DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/12/90 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,200.0
331,ATLANTA INTL,DC-9,None,10/12/90 0:00,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,170.0
332,CHICAGO O'HARE INTL ARPT,MD-80,None,10/12/90 0:00,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
333,HONOLULU INTL ARPT,B-737-200,None,10/12/90 0:00,ALOHA AIRLINES,Hawaii,Take-off run,Small,Pacific golden-plover,Night,0,0,0,120.0
334,HONOLULU INTL ARPT,B-737,None,10/13/90 0:00,ALOHA AIRLINES,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,100.0
